Character,dialogue,season,chapter,to,ProD
Jaime Lannister, It was Olenna. She confessed before she died.,7,5,Cersei Lannister,"Jaime Lannister,Cersei Lannister, It was Olenna. She confessed before she died."
Cersei Lannister, And this was before or after she drank the poison you so kindly provided her?,7,5,Jaime Lannister,"Cersei Lannister,Jaime Lannister, And this was before or after she drank the poison you so kindly provided her?"
Jaime Lannister, After.,7,5,Cersei Lannister,"Jaime Lannister,Cersei Lannister, After."
Cersei Lannister, And you believed her?,7,5,Jaime Lannister,"Cersei Lannister,Jaime Lannister, And you believed her?"
Jaime Lannister, If you were Olenna would you rather have seen your granddaughter married to Joffrey or Tommen? Which one would Margerey been better able to control? Which one would have made Olenna the true ruler of the Seven Kingdoms? She was telling the truth.,7,5,Cersei Lannister,"Jaime Lannister,Cersei Lannister, If you were Olenna would you rather have seen your granddaughter married to Joffrey or Tommen? Which one would Margerey been better able to control? Which one would have made Olenna the true ruler of the Seven Kingdoms? She was telling the truth."
Cersei Lannister, I shouldn't have listened to you. She should have died screaming.,7,5,Jaime Lannister,"Cersei Lannister,Jaime Lannister, I shouldn't have listened to you. She should have died screaming."
Jaime Lannister," She's dead like her son, her grandchildren, her whole house. And if we don't find a way out of this war we'll follow them.",7,5,Cersei Lannister,"Jaime Lannister,Cersei Lannister, She's dead like her son, her grandchildren, her whole house. And if we don't find a way out of this war we'll follow them."
Cersei Lannister, So we fight and die or we submit and die. I know my choice. A soldier should know his.,7,5,Daenerys Targaryen,"Cersei Lannister,Daenerys Targaryen, So we fight and die or we submit and die. I know my choice. A soldier should know his."
Daenerys Targaryen," They're beautiful, aren't they?",7,5,Jon Snow,"Daenerys Targaryen,Jon Snow, They're beautiful, aren't they?"
Jon Snow," That wasn't the word I was thinking of, but, yes, they are. Gorgeous beasts.",7,5,Daenerys Targaryen,"Jon Snow,Daenerys Targaryen, That wasn't the word I was thinking of, but, yes, they are. Gorgeous beasts."
Daenerys Targaryen," They're not beasts to me. No matter how big they get, how terrifying to everyone else, they're my children.",7,5,Jon Snow,"Daenerys Targaryen,Jon Snow, They're not beasts to me. No matter how big they get, how terrifying to everyone else, they're my children."
Jon Snow, You weren't gone long.,7,5,Daenerys Targaryen,"Jon Snow,Daenerys Targaryen, You weren't gone long."
Daenerys Targaryen, No.,7,5,Jon Snow,"Daenerys Targaryen,Jon Snow, No."
Jon Snow, And?,7,5,Daenerys Targaryen,"Jon Snow,Daenerys Targaryen, And?"
Daenerys Targaryen, And I have fewer enemies today than I did yesterday.,7,5,Daenerys Targaryen,"Daenerys Targaryen,Daenerys Targaryen, And I have fewer enemies today than I did yesterday."
Daenerys Targaryen, You're not sure how you feel about that?,7,5,Jon Snow,"Daenerys Targaryen,Jon Snow, You're not sure how you feel about that?"
Jon Snow," No, I'm not.",7,5,Daenerys Targaryen,"Jon Snow,Daenerys Targaryen, No, I'm not."
Daenerys Targaryen, How many men did your army kill taking Winterfell back from the Boltons?,7,5,Jon Snow,"Daenerys Targaryen,Jon Snow, How many men did your army kill taking Winterfell back from the Boltons?"
Jon Snow, Thousands.,7,5,Daenerys Targaryen,"Jon Snow,Daenerys Targaryen, Thousands."
Daenerys Targaryen, We both want to help people. We can only help them from a position of strength. Sometimes strength is terrible. When you first came here Ser Davos said you took a knife in the heart for your people.,7,5,Jon Snow,"Daenerys Targaryen,Jon Snow, We both want to help people. We can only help them from a position of strength. Sometimes strength is terrible. When you first came here Ser Davos said you took a knife in the heart for your people."
Jon Snow, Ser Davos gets carried away.,7,5,Daenerys Targaryen,"Jon Snow,Daenerys Targaryen, Ser Davos gets carried away."
Daenerys Targaryen, So it was a figure of speech?,7,5,Guard,"Daenerys Targaryen,Guard, So it was a figure of speech?"
Guard," This man says he is your friend, Khaleesi.",7,5,Daenerys Targaryen,"Guard,Daenerys Targaryen, This man says he is your friend, Khaleesi."
Daenerys Targaryen, He is my friend.,7,5,Jorah Mormont,"Daenerys Targaryen,Jorah Mormont, He is my friend."
Jorah Mormont, Your Grace.,7,5,Daenerys Targaryen,"Jorah Mormont,Daenerys Targaryen, Your Grace."
Daenerys Targaryen," Jon Snow, this is Ser Jorah Mormont, an old friend.",7,5,Jon Snow,"Daenerys Targaryen,Jon Snow, Jon Snow, this is Ser Jorah Mormont, an old friend."
Jon Snow, I served with your father. He was a great man.,7,5,Daenerys Targaryen,"Jon Snow,Daenerys Targaryen, I served with your father. He was a great man."
Daenerys Targaryen, You look strong. You found a cure?,7,5,Jorah Mormont,"Daenerys Targaryen,Jorah Mormont, You look strong. You found a cure?"
Jorah Mormont," I wouldn't be here if I hadn't. I return to your service, my queen, if you'll have me.",7,5,Daenerys Targaryen,"Jorah Mormont,Daenerys Targaryen, I wouldn't be here if I hadn't. I return to your service, my queen, if you'll have me."
Daenerys Targaryen, It would be my honor.,7,5,Brann Stark,"Daenerys Targaryen,Brann Stark, It would be my honor."
Brann Stark, Ravens. We need to send ravens.,7,5,Maester 1,"Brann Stark,Maester 1, Ravens. We need to send ravens."
Maester 1," I put very little stock in it myself. Prophecies of doom are never in short supply, especially when winter comes.",7,5,Marwyn,"Maester 1,Marwyn, I put very little stock in it myself. Prophecies of doom are never in short supply, especially when winter comes."
Marwyn, I remember Wolkan. A bit timid but a sharp mind.,7,5,Maester 1,"Marwyn,Maester 1, I remember Wolkan. A bit timid but a sharp mind."
Maester 1," The north has dulled many good maester's wits. I'm not sure if it's the cold, the drink, or the company.",7,5,Maester 1,"Maester 1,Maester 1, The north has dulled many good maester's wits. I'm not sure if it's the cold, the drink, or the company."
Maester 1, A crippled boy claims to have seen dead men on the march beyond the wall thanks to the magical help of a raven with three eyes.,7,5,Marwyn,"Maester 1,Marwyn, A crippled boy claims to have seen dead men on the march beyond the wall thanks to the magical help of a raven with three eyes."
Marwyn, It is a bit much. Still we ought to ,7,5,Samwell Tarly,"Marwyn,Samwell Tarly, It is a bit much. Still we ought to "
Samwell Tarly, Brandon Stark ,7,5,Samwell Tarly,"Samwell Tarly,Samwell Tarly, Brandon Stark "
Samwell Tarly,  the crippled boy.,7,5,Marwyn,"Samwell Tarly,Marwyn,  the crippled boy."
Marwyn, Do you know him?,7,5,Samwell Tarly,"Marwyn,Samwell Tarly, Do you know him?"
Samwell Tarly, I let him through the Wall years ago. I saw him go beyond the wall.,7,5,Marwyn,"Samwell Tarly,Marwyn, I let him through the Wall years ago. I saw him go beyond the wall."
Marwyn, And?,7,5,Samwell Tarly,"Marwyn,Samwell Tarly, And?"
Samwell Tarly," Somehow a crippled boy survived for years beyond the wall when no one else could. Not the Night's Watch, not the Wildlings, no one. Perhaps we ought to listen to what he has to say.",7,5,Maester 1,"Samwell Tarly,Maester 1, Somehow a crippled boy survived for years beyond the wall when no one else could. Not the Night's Watch, not the Wildlings, no one. Perhaps we ought to listen to what he has to say."
Maester 1, Perhaps you need more scribing work to discipline your mind.,7,5,Marwyn,"Maester 1,Marwyn, Perhaps you need more scribing work to discipline your mind."
Marwyn, I sense a more detailed proposal is forthcoming.,7,5,Samwell Tarly,"Marwyn,Samwell Tarly, I sense a more detailed proposal is forthcoming."
Samwell Tarly," Everyone in Westeros trusts and respects you. If you tell people the threat is real they'll believe it. If you advise all the lords to send their men north to hold the wall they'll do it. And if you tell every maester in the Citadel to search every word of every faded scroll about the long night, they may find something that lets us defeat the Army of the Dead for good.",7,5,Marwyn,"Samwell Tarly,Marwyn, Everyone in Westeros trusts and respects you. If you tell people the threat is real they'll believe it. If you advise all the lords to send their men north to hold the wall they'll do it. And if you tell every maester in the Citadel to search every word of every faded scroll about the long night, they may find something that lets us defeat the Army of the Dead for good."
Marwyn, It could be done. And this news could be authentic. It's possible. It's also possible this message is part of a ploy by the dragon queen to lure southern armies away from the lands they are currently defending to open those lands to easy conquest.,7,5,Maester 1,"Marwyn,Maester 1, It could be done. And this news could be authentic. It's possible. It's also possible this message is part of a ploy by the dragon queen to lure southern armies away from the lands they are currently defending to open those lands to easy conquest."
Maester 1, That does seem far more likely than magic birds talking to cripples.,7,5,Samwell Tarly,"Maester 1,Samwell Tarly, That does seem far more likely than magic birds talking to cripples."
Samwell Tarly," Archmaester, please. It's real. I've seen it.",7,5,Marwyn,"Samwell Tarly,Marwyn, Archmaester, please. It's real. I've seen it."
Marwyn, We will write to Maester Wolkan at Winterfell for clarification. I promise you we will get to the truth of it one way or another.,7,5,Samwell Tarly,"Marwyn,Samwell Tarly, We will write to Maester Wolkan at Winterfell for clarification. I promise you we will get to the truth of it one way or another."
Samwell Tarly, Archmaester ,7,5,Marwyn,"Samwell Tarly,Marwyn, Archmaester "
Marwyn," That will be all, Tarley.",7,5,Maester 2,"Marwyn,Maester 2, That will be all, Tarley."
Maester 2," It brings to mind the work of Davy Moonstone, the charlatan who claimed to see the children of the forest.",7,5,Maester 1,"Maester 2,Maester 1, It brings to mind the work of Davy Moonstone, the charlatan who claimed to see the children of the forest."
Maester 1, Don't forget the Prophet Lodock that promised the Drowned God would rise up and destroy Aegon the Conquerer.,7,5,Maester 1,"Maester 1,Maester 1, Don't forget the Prophet Lodock that promised the Drowned God would rise up and destroy Aegon the Conquerer."
Maester 1, Is he the one whose father and brother were just burned alive?,7,5,Marwyn,"Maester 1,Marwyn, Is he the one whose father and brother were just burned alive?"
Marwyn, I'm afraid so.,7,5,Maester 2,"Marwyn,Maester 2, I'm afraid so."
Maester 2, Horrible business.,7,5,Marwyn,"Maester 2,Marwyn, Horrible business."
Marwyn, I don't have the heart to tell him yet. He's a good lad.,7,5,Marwyn,"Marwyn,Marwyn, I don't have the heart to tell him yet. He's a good lad."
Marwyn, Right. The ravenry was falling apart last time I checked...,7,5,Tyrion Lannister,"Marwyn,Tyrion Lannister, Right. The ravenry was falling apart last time I checked..."
Tyrion Lannister, All rulers demand that people bend the knee. It's why they're rulers. She gave Tarley a choice. A man who had taken up arms against her. What else could she do?,7,5,Lord Varys,"Tyrion Lannister,Lord Varys, All rulers demand that people bend the knee. It's why they're rulers. She gave Tarley a choice. A man who had taken up arms against her. What else could she do?"
Lord Varys, Not burn him alive alongside his son.,7,5,Tyrion Lannister,"Lord Varys,Tyrion Lannister, Not burn him alive alongside his son."
Tyrion Lannister," I am her hand, not her head. I can't make her decisions for her.",7,5,Lord Varys,"Tyrion Lannister,Lord Varys, I am her hand, not her head. I can't make her decisions for her."
Lord Varys, That's what I used to tell myself about her father. I found the traitors but I wasn't the one burning them alive. I was only a purveyor of information.,7,5,Lord Varys,"Lord Varys,Lord Varys, That's what I used to tell myself about her father. I found the traitors but I wasn't the one burning them alive. I was only a purveyor of information."
Lord Varys," It's what I told myself when I watched them beg for mercy, I'm not the one doing it. As the pitch of their screams rose higher, I'm not the one doing it. When their hair caught fire and the smell of the burning flesh filled the Thone Room, I'm not the one doing it.",7,5,Tyrion Lannister,"Lord Varys,Tyrion Lannister, It's what I told myself when I watched them beg for mercy, I'm not the one doing it. As the pitch of their screams rose higher, I'm not the one doing it. When their hair caught fire and the smell of the burning flesh filled the Thone Room, I'm not the one doing it."
Tyrion Lannister, Daenerys is not her father.,7,5,Lord Varys,"Tyrion Lannister,Lord Varys, Daenerys is not her father."
Lord Varys, And she never will be... with the right counsel. You need to find a way to make her listen.,7,5,Tyrion Lannister,"Lord Varys,Tyrion Lannister, And she never will be... with the right counsel. You need to find a way to make her listen."
Tyrion Lannister, Who is that for?,7,5,Lord Varys,"Tyrion Lannister,Lord Varys, Who is that for?"
Lord Varys, Jon Snow.,7,5,Tyrion Lannister,"Lord Varys,Tyrion Lannister, Jon Snow."
Tyrion Lannister, Did you read it?,7,5,Lord Varys,"Tyrion Lannister,Lord Varys, Did you read it?"
Lord Varys, It's a sealed scroll for the King in the North.,7,5,Tyrion Lannister,"Lord Varys,Tyrion Lannister, It's a sealed scroll for the King in the North."
Tyrion Lannister, What's it say?,7,5,Lord Varys,"Tyrion Lannister,Lord Varys, What's it say?"
Lord Varys, Nothing good.,7,5,Jon Snow,"Lord Varys,Jon Snow, Nothing good."
Jon Snow, I thought Arya was dead. I thought Bran was dead.,7,5,Daenerys Targaryen,"Jon Snow,Daenerys Targaryen, I thought Arya was dead. I thought Bran was dead."
Daenerys Targaryen, I'm happy for you. You don't look happy.,7,5,Jon Snow,"Daenerys Targaryen,Jon Snow, I'm happy for you. You don't look happy."
Jon Snow, Bran saw the Night King and his army marching towards Eastwatch. If they make it past the wall ,7,5,Lord Varys,"Jon Snow,Lord Varys, Bran saw the Night King and his army marching towards Eastwatch. If they make it past the wall "
